,skeleton-id,node-id-src,node-id-dst,branch-distance,branch-type,mean-pixel-value,stdev-pixel-value,image-coord-src-0,image-coord-src-1,image-coord-dst-0,image-coord-dst-1,coord-src-0,coord-src-1,coord-dst-0,coord-dst-1,euclidean-distance,main,index
215,4,5503,5568,32.735623685047386,2,3.168032404716701,0.37219584319484667,704.0,185.75,712.6666666666666,237.66666666666666,400.00125,105.5401025390625,404.92550781250003,135.03830078125,29.90638752071806,False,216
216,4,5566,5666,13.570853611417844,2,3.0056444879653785,0.5117011825055978,704.3333333333334,308.3333333333333,723.3333333333334,299.3333333333333,400.19064453125003,175.18994140625,410.98613281250005,170.0762890625,11.9453759891996,False,217
217,4,5567,6098,35.887913295824774,2,3.261216516091361,0.48988008562408175,705.6666666666666,646.3333333333334,755.75,619.0,400.94822265625004,367.23599609375003,429.4047509765625,351.70564453125,32.418603049785986,False,218
218,4,5567,5696,33.15973990317574,2,3.273891025065893,0.5944665503729816,705.6666666666666,646.3333333333334,730.3333333333334,694.6666666666666,400.94822265625004,367.23599609375003,414.96341796875004,394.698203125,30.831777676202165,False,219
219,4,5568,5666,37.54838135270743,2,2.971396556337664,0.4986591983472152,712.6666666666666,237.66666666666666,723.3333333333334,299.3333333333333,404.92550781250003,135.03830078125,410.98613281250005,170.0762890625,35.55828733484836,False,220
220,4,5585,6288,63.70019470076703,2,2.7880115895963336,0.25906896106645666,713.6666666666666,778.6666666666666,794.25,743.0,405.49369140625004,442.425625,451.27981933593753,422.16041015625,50.07043482392634,False,221
221,4,5585,6288,61.4523520445964,2,2.029228557418439,0.37365332082931874,713.6666666666666,778.6666666666666,794.25,743.0,405.49369140625004,442.425625,451.27981933593753,422.16041015625,50.07043482392634,False,222
222,4,5628,14796,49.09001589504329,1,2.560989775415795,0.3918788255049814,718.3333333333334,879.3333333333334,723.0,957.0,408.14521484375007,499.6227734375001,410.79673828125004,543.75169921875,44.20851351432973,False,223
223,4,5628,6287,62.96428993001007,2,2.30160028851715,0.5665065796396639,718.3333333333334,879.3333333333334,786.3333333333334,946.6666666666666,408.14521484375007,499.6227734375001,446.7816992187501,537.88046875,54.373055601866774,False,224
224,4,5666,5964,19.735029202239563,2,2.6378921811483558,0.5469463839478699,723.3333333333334,299.3333333333333,754.6666666666666,290.6666666666667,410.98613281250005,170.0762890625,428.78921875000003,165.15203125000002,18.471550663167854,False,225
225,4,5696,16010,48.33850346801333,1,2.6573941506739227,0.4824397730371834,730.3333333333334,694.6666666666666,779.0,646.0,414.96341796875004,394.698203125,442.61501953125,367.04660156250003,39.10526995102455,False,226
226,4,5697,6507,71.13429018765152,2,2.5972227740877867,0.5094975659797816,732.0,383.0,831.0,376.0,415.91039062500005,217.61431640625003,472.16056640625004,213.63703125,56.39061156465365,False,227
227,4,5697,15003,0.803532944199135,1,2.3077076733871422,0.034973298387155766,732.0,383.0,733.0,384.0,415.91039062500005,217.61431640625003,416.47857421875005,218.1825,0.8035329441991245,False,228
228,4,5712,14098,32.19053849560973,1,2.5202013402648014,0.41375084711294136,736.3333333333334,559.3333333333334,694.0,529.0,418.3725195312501,317.80402343750006,394.3194140625,300.56912109375,29.590433276473235,False,229
